"index","id","chain","offer","repeattrips","repeater","offerdate"
26,135285241,15,1204822,2,t,"2013-04-18"
26,135290245,15,1197502,0,f,"2013-03-28"
26,135291474,15,1204576,1,t,"2013-04-06"
26,135297531,15,1197502,0,f,"2013-03-31"
28,135297695,18,1197502,2,t,"2013-03-27"
28,135303593,18,1197502,0,f,"2013-04-01"
26,135303904,15,1204576,0,f,"2013-04-21"
28,135306948,18,1208251,0,f,"2013-04-26"
18,135313408,4,1208251,0,f,"2013-04-23"
26,135320192,15,1197502,0,f,"2013-03-29"
26,135322484,15,1204821,0,f,"2013-04-25"
28,135324160,18,1204821,0,f,"2013-04-17"
26,135328417,15,1197502,0,f,"2013-03-25"
28,135331088,18,1197502,0,f,"2013-04-06"
26,135332536,15,1208251,0,f,"2013-04-23"
18,135339738,4,1197502,2,t,"2013-03-26"
18,135341609,4,1208251,3,t,"2013-04-26"
18,135342741,4,1197502,1,t,"2013-03-25"
26,135350326,15,1197502,0,f,"2013-04-21"
26,135350683,15,1197502,0,f,"2013-03-28"
26,135355403,15,1197502,0,f,"2013-03-25"
28,135360411,18,1208251,4,t,"2013-04-23"
56,135362244,95,1197502,1,t,"2013-03-25"
18,135363144,4,1204576,0,f,"2013-04-06"
56,135364549,95,1204576,3,t,"2013-04-06"
28,135364694,18,1208251,0,f,"2013-04-30"
26,135365972,15,1204821,3,t,"2013-04-03"
21,135367872,17,1197502,0,f,"2013-04-25"
21,135371022,17,1208252,0,f,"2013-04-24"
25,135371088,14,1197502,0,f,"2013-03-25"
21,135375563,17,1197502,0,f,"2013-03-28"
18,135376312,4,1197502,0,f,"2013-03-29"
26,135379925,15,1204822,0,f,"2013-04-01"
18,135381233,4,1197502,0,f,"2013-03-28"
26,135386527,15,1197502,1,t,"2013-04-04"
28,135391395,18,1197502,1,t,"2013-03-27"
24,135391968,20,1204821,0,f,"2013-04-22"
18,135393053,4,1197502,0,f,"2013-03-26"
26,135397472,15,1197502,0,f,"2013-04-19"
26,135402579,15,1208251,0,f,"2013-04-23"
56,135404441,95,1197502,0,f,"2013-04-23"
56,135405350,95,1204822,0,f,"2013-04-01"
26,135409274,15,1204576,1,t,"2013-04-04"
24,135415025,20,1197502,0,f,"2013-03-25"
19,135415143,3,1200581,0,f,"2013-03-31"
28,135418174,18,1197502,0,f,"2013-03-28"
24,135420952,20,1200581,1,t,"2013-04-02"
26,135426763,15,1197502,2,t,"2013-03-25"
26,135428841,15,1197502,0,f,"2013-03-27"
26,135432060,15,1197502,0,f,"2013-04-01"
26,135432979,15,1197502,0,f,"2013-03-26"
26,135446540,15,1197502,0,f,"2013-03-29"
18,135453197,4,1208252,3,t,"2013-04-30"
26,135453945,15,1204822,2,t,"2013-04-17"
24,135458438,20,1197502,0,f,"2013-04-08"
18,135459633,4,1197502,1,t,"2013-03-30"
19,135461547,3,1197502,0,f,"2013-03-27"
26,135465279,15,1197502,0,f,"2013-04-09"
28,135465522,18,1204822,0,f,"2013-04-17"
28,135468501,18,1197502,0,f,"2013-03-27"
26,135471647,15,1197502,0,f,"2013-03-29"
18,135482497,4,1197502,0,f,"2013-03-31"
28,135491438,18,1197502,0,f,"2013-03-26"
28,135496376,18,1208251,0,f,"2013-04-23"
18,135499984,4,1197502,0,f,"2013-03-28"
18,135519747,4,1197502,0,f,"2013-03-27"
28,135522383,18,1197502,0,f,"2013-03-25"
26,135522604,15,1197502,1,t,"2013-03-26"
26,135522754,15,1197502,0,f,"2013-03-31"
25,135523421,14,1197502,0,f,"2013-03-27"
31,135523617,88,1197502,2,t,"2013-04-05"
26,135524141,15,1197502,0,f,"2013-03-31"
26,135527256,15,1197502,0,f,"2013-03-29"
26,135528434,15,1208251,0,f,"2013-04-23"
28,135529466,18,1197502,0,f,"2013-03-28"
56,135534526,95,1204821,0,f,"2013-04-01"
26,135542562,15,1197502,0,f,"2013-03-25"
28,135544075,18,1200581,0,f,"2013-03-30"
26,135555210,15,1197502,0,f,"2013-03-28"
26,135556946,15,1197502,0,f,"2013-03-26"
24,135566823,20,1204821,0,f,"2013-04-19"
26,135571119,15,1197502,0,f,"2013-03-25"
25,135571825,14,1197502,0,f,"2013-03-25"
18,135573229,4,1197502,0,f,"2013-03-30"
26,135575039,15,1197502,0,f,"2013-03-26"
21,135576408,17,1204576,0,f,"2013-04-20"
18,135583147,4,1197502,0,f,"2013-03-25"
26,135587907,15,1197502,1,t,"2013-03-26"
26,135591389,15,1197502,1,t,"2013-04-19"
26,135592694,15,1208251,0,f,"2013-04-29"
18,135607746,4,1197502,0,f,"2013-03-25"
19,135610980,3,1197502,0,f,"2013-04-19"
26,135612734,15,1197502,0,f,"2013-03-28"
26,135613193,15,1197502,0,f,"2013-03-26"
18,135614669,4,1197502,0,f,"2013-03-27"
26,135617656,15,1197502,0,f,"2013-03-27"
25,135621001,14,1197502,1,t,"2013-03-25"
26,135623014,15,1197502,0,f,"2013-03-25"
28,135624240,18,1197502,2,t,"2013-03-25"
26,135633114,15,1200582,0,f,"2013-03-29"
26,135633581,15,1197502,0,f,"2013-03-30"
18,135638827,4,1208251,0,f,"2013-04-23"
18,135639451,4,1197502,0,f,"2013-04-16"
26,135641279,15,1197502,0,f,"2013-04-06"
26,135642359,15,1197502,0,f,"2013-03-27"
31,135650107,88,1197502,0,f,"2013-03-27"
31,135650948,88,1208251,0,f,"2013-04-27"
25,135655972,14,1204576,1,t,"2013-04-05"
56,135656826,95,1204822,2,t,"2013-04-06"
26,135658896,15,1208251,0,f,"2013-04-27"
28,135662337,18,1197502,0,f,"2013-03-26"
25,135663412,14,1204576,0,f,"2013-04-07"
26,135670118,15,1197502,0,f,"2013-03-28"
28,135677227,18,1197502,0,f,"2013-04-01"
18,135680523,4,1200581,0,f,"2013-03-30"
18,135682019,4,1208251,0,f,"2013-04-23"
28,135682137,18,1197502,0,f,"2013-04-02"
26,135686442,15,1197502,0,f,"2013-03-25"
18,135691293,4,1208251,1,t,"2013-04-23"
31,135695117,88,1197502,1,t,"2013-03-26"
28,135715801,18,1197502,0,f,"2013-03-25"
21,135721733,17,1197502,0,f,"2013-03-26"
26,135728697,15,1204822,0,f,"2013-04-18"
26,135729799,15,1197502,0,f,"2013-04-20"
19,135733301,3,1204576,7,t,"2013-04-07"
28,135744589,18,1197502,2,t,"2013-04-07"
18,135747823,4,1197502,0,f,"2013-03-25"
28,135749140,18,1197502,1,t,"2013-03-29"
18,135749172,4,1197502,0,f,"2013-03-26"
18,135754852,4,1197502,0,f,"2013-04-07"
24,135770502,20,1197502,0,f,"2013-04-20"
28,135775043,18,1197502,0,f,"2013-03-25"
21,135775546,17,1197502,0,f,"2013-03-25"
19,135777409,3,1208251,3,t,"2013-04-29"
31,135779998,88,1200988,0,f,"2013-03-29"
26,135783924,15,1197502,0,f,"2013-03-30"
21,135785265,17,1208251,0,f,"2013-04-28"
28,135785339,18,1197502,0,f,"2013-03-25"
26,135787096,15,1204576,0,f,"2013-04-04"
31,135791762,88,1197502,1,t,"2013-03-30"
28,135798293,18,1208251,0,f,"2013-04-24"
28,135809562,18,1197502,0,f,"2013-03-28"
19,135816860,3,1197502,0,f,"2013-03-29"
26,135832376,15,1197502,0,f,"2013-04-05"
56,135832715,95,1197502,0,f,"2013-03-25"
28,135833547,18,1197502,0,f,"2013-03-25"
26,135833682,15,1197502,0,f,"2013-04-18"
18,135835200,4,1204576,0,f,"2013-04-30"
18,135840538,4,1197502,0,f,"2013-03-25"
25,135846493,14,1197502,0,f,"2013-03-27"
31,135859883,88,1200581,0,f,"2013-04-02"
21,135872936,17,1208251,0,f,"2013-04-27"
26,135873686,15,1208251,0,f,"2013-04-25"
18,135874267,4,1197502,0,f,"2013-04-02"
26,135882919,15,1197502,0,f,"2013-03-25"
26,135892192,15,1197502,0,f,"2013-04-06"
31,135893596,88,1200582,0,f,"2013-04-02"
24,135902566,20,1197502,0,f,"2013-03-27"
18,135903425,4,1197502,0,f,"2013-03-26"
26,135906944,15,1197502,0,f,"2013-03-25"
18,135907726,4,1197502,0,f,"2013-03-30"
56,135908924,95,1197502,0,f,"2013-03-25"
28,135915941,18,1197502,0,f,"2013-03-29"
24,135950829,20,1197502,0,f,"2013-03-29"
31,135961814,88,1197502,0,f,"2013-03-25"
24,135973695,20,1197502,0,f,"2013-04-03"
21,135978262,17,1197502,0,f,"2013-03-25"
31,135985792,88,1197502,0,f,"2013-04-02"
26,135987756,15,1197502,0,f,"2013-03-29"
18,136000025,4,1208251,0,f,"2013-04-24"
31,136008250,88,1197502,0,f,"2013-04-06"
56,136015707,95,1204821,2,t,"2013-04-09"
56,136057249,95,1204822,0,f,"2013-04-14"
26,136064806,15,1204576,0,f,"2013-04-06"
26,136080041,15,1200582,0,f,"2013-03-30"
28,136086763,18,1197502,0,f,"2013-03-29"
28,136088473,18,1204822,1,t,"2013-04-17"
18,136104772,4,1197502,0,f,"2013-03-26"
31,136108226,88,1200581,0,f,"2013-03-31"
18,136128046,4,1208251,0,f,"2013-04-29"
28,136132371,18,1208251,0,f,"2013-04-25"
56,136137987,95,1200581,0,f,"2013-03-30"
25,136148273,14,1204576,0,f,"2013-04-05"
28,136148346,18,1197502,1,t,"2013-03-26"
21,136156637,17,1200581,0,f,"2013-03-30"
26,136174159,15,1204576,2,t,"2013-04-05"
24,136174639,20,1197502,0,f,"2013-03-29"
25,136192829,14,1204576,0,f,"2013-04-05"
21,136194706,17,1197502,0,f,"2013-04-02"
18,136197541,4,1197502,0,f,"2013-03-25"
21,136203486,17,1197502,0,f,"2013-03-28"
18,136211264,4,1208251,1,t,"2013-04-24"
18,136224511,4,1204576,0,f,"2013-04-04"
26,136224701,15,1204576,0,f,"2013-04-20"
28,136226606,18,1197502,0,f,"2013-03-31"
26,136234017,15,1200988,0,f,"2013-03-24"
56,136237979,95,1197502,0,f,"2013-03-28"
26,136252673,15,1197502,0,f,"2013-03-28"
26,136253813,15,1197502,0,f,"2013-04-07"
25,136259587,14,1197502,0,f,"2013-03-27"
26,136286044,15,1197502,0,f,"2013-03-29"
25,136288534,14,1200582,0,f,"2013-04-20"
18,136288771,4,1197502,0,f,"2013-03-25"
26,136296057,15,1208251,0,f,"2013-04-28"
24,136299406,20,1208251,0,f,"2013-04-27"
56,136300215,95,1204821,0,f,"2013-04-02"
21,136303757,17,1197502,1,t,"2013-03-29"
21,136306067,17,1197502,0,f,"2013-03-26"
28,136306263,18,1197502,1,t,"2013-04-16"
26,136316983,15,1197502,0,f,"2013-03-29"
21,136317900,17,1197502,0,f,"2013-03-30"
26,136318198,15,1208251,0,f,"2013-04-23"
26,136320561,15,1197502,0,f,"2013-03-31"
26,136328531,15,1208251,0,f,"2013-04-23"
24,136329611,20,1208251,0,f,"2013-04-24"
26,136330483,15,1197502,0,f,"2013-03-28"
31,136332613,88,1197502,0,f,"2013-03-28"
28,136340219,18,1197502,0,f,"2013-03-30"
28,136349538,18,1208252,4,t,"2013-04-23"
56,136363158,95,1197502,0,f,"2013-04-01"
26,136380192,15,1197502,0,f,"2013-03-26"
24,136380788,20,1197502,0,f,"2013-03-25"
26,136387624,15,1197502,0,f,"2013-04-01"
18,136392545,4,1197502,0,f,"2013-03-29"
28,136398706,18,1197502,0,f,"2013-03-26"
31,136402624,88,1197502,0,f,"2013-04-20"
19,136403465,3,1200582,0,f,"2013-04-06"
26,136405606,15,1204821,0,f,"2013-04-01"
24,136408660,20,1197502,0,f,"2013-03-25"
26,136410364,15,1197502,0,f,"2013-03-25"
26,136414933,15,1197502,0,f,"2013-03-25"
18,136426311,4,1197502,1,t,"2013-04-08"
21,136439045,17,1204576,0,f,"2013-04-04"
18,136444991,4,1197502,1,t,"2013-03-26"
26,136455088,15,1204822,0,f,"2013-04-19"
26,136466468,15,1197502,0,f,"2013-03-30"
26,136467310,15,1204576,0,f,"2013-04-07"
26,136469808,15,1204576,0,f,"2013-04-05"
21,136472524,17,1200581,0,f,"2013-03-30"
25,136486257,14,1208251,0,f,"2013-04-23"
26,136487079,15,1197502,1,t,"2013-03-25"
19,136487380,3,1197502,1,t,"2013-03-25"
25,136501001,14,1197502,0,f,"2013-03-26"
26,136510367,15,1197502,0,f,"2013-03-25"
26,136518828,15,1208251,0,f,"2013-04-25"
26,136518883,15,1208251,0,f,"2013-04-24"
24,136522236,20,1197502,0,f,"2013-03-28"
25,136523748,14,1197502,0,f,"2013-03-27"
26,136535335,15,1204576,0,f,"2013-04-05"
18,136546582,4,1204576,0,f,"2013-04-05"
26,136553033,15,1197502,0,f,"2013-03-27"
26,136569925,15,1197502,1,t,"2013-03-25"
56,136582518,95,1204821,2,t,"2013-04-19"
56,136599163,95,1208251,0,f,"2013-04-29"
28,136601532,18,1197502,1,t,"2013-04-09"
21,136610452,17,1197502,0,f,"2013-04-05"
28,136617451,18,1197502,0,f,"2013-04-20"
21,136631955,17,1197502,0,f,"2013-03-25"
28,136633880,18,1208251,0,f,"2013-04-27"
21,136637678,17,1204576,2,t,"2013-04-08"
26,136641433,15,1197502,0,f,"2013-03-25"
25,136644108,14,1208252,1,t,"2013-04-28"
25,136648299,14,1208251,5,t,"2013-04-28"
25,136662793,14,1200582,0,f,"2013-04-08"
21,136665172,17,1204576,1,t,"2013-04-05"
56,136683429,95,1204821,0,f,"2013-04-27"
26,136686648,15,1197502,0,f,"2013-04-06"
26,136689975,15,1208251,1,t,"2013-04-26"
25,136694932,14,1197502,0,f,"2013-03-30"
56,136695811,95,1197502,0,f,"2013-03-26"
26,136699755,15,1204822,0,f,"2013-04-16"
31,136704432,88,1197502,0,f,"2013-04-17"
28,136715592,18,1204576,0,f,"2013-04-05"
56,136733659,95,1200582,0,f,"2013-03-31"
28,136733767,18,1197502,0,f,"2013-03-28"
21,136735587,17,1197502,0,f,"2013-03-29"
28,136739839,18,1197502,0,f,"2013-04-05"
25,136747497,14,1200581,1,t,"2013-03-30"
18,136756792,4,1197502,0,f,"2013-03-27"
21,136756886,17,1197502,0,f,"2013-03-25"
21,136757888,17,1204576,0,f,"2013-04-07"
56,136759402,95,1197502,0,f,"2013-03-26"
28,136766657,18,1204822,1,t,"2013-04-17"
19,136782613,3,1197502,1,t,"2013-04-16"
25,136782898,14,1208251,0,f,"2013-04-24"
28,136785410,18,1197502,0,f,"2013-03-25"
26,136787521,15,1197502,0,f,"2013-03-25"
25,136799973,14,1197502,2,t,"2013-04-21"
28,136808285,18,1197502,0,f,"2013-03-26"
18,136816485,4,1197502,1,t,"2013-03-25"
28,136824962,18,1200581,3,t,"2013-04-15"
25,136826489,14,1197502,0,f,"2013-04-05"
56,136827473,95,1197502,0,f,"2013-04-04"
56,136827838,95,1197502,0,f,"2013-04-17"
21,136858735,17,1197502,0,f,"2013-03-28"
31,136861400,88,1204576,1,t,"2013-04-04"
26,136862168,15,1208251,0,f,"2013-04-27"
24,136874185,20,1197502,0,f,"2013-03-27"
18,136877643,4,1208251,0,f,"2013-04-23"
28,136879154,18,1197502,0,f,"2013-03-27"
28,136880920,18,1208251,0,f,"2013-04-23"
26,136881217,15,1197502,1,t,"2013-03-28"
56,136881889,95,1197502,0,f,"2013-03-27"
31,136884405,88,1204576,0,f,"2013-04-07"
21,136885454,17,1197502,0,f,"2013-03-27"
26,136885861,15,1197502,0,f,"2013-04-08"
21,136888835,17,1197502,1,t,"2013-03-26"
19,136888915,3,1197502,0,f,"2013-03-28"
28,136889646,18,1197502,0,f,"2013-03-25"
26,136890564,15,1204821,1,t,"2013-04-17"
56,136891460,95,1197502,0,f,"2013-03-25"
26,136892696,15,1208251,0,f,"2013-04-23"
28,136906219,18,1197502,0,f,"2013-04-24"
21,136912982,17,1197502,0,f,"2013-03-29"
28,136916143,18,1197502,0,f,"2013-03-25"
56,136931834,95,1197502,1,t,"2013-03-25"
31,136935640,88,1208251,0,f,"2013-04-25"
19,136943320,3,1208251,1,t,"2013-04-27"
31,136964337,88,1197502,0,f,"2013-03-25"
26,136966388,15,1197502,0,f,"2013-04-01"
28,136969739,18,1197502,1,t,"2013-04-20"
28,136977230,18,1197502,2,t,"2013-04-18"
25,136980289,14,1204576,0,f,"2013-04-06"
25,136984616,14,1197502,0,f,"2013-03-25"
19,136986381,3,1204576,7,t,"2013-04-05"
19,136994679,3,1197502,0,f,"2013-03-27"
26,137000753,15,1197502,0,f,"2013-03-27"
25,137007778,14,1197502,0,f,"2013-03-27"
26,137013802,15,1197502,0,f,"2013-03-26"
28,137015309,18,1204576,0,f,"2013-04-04"
25,137015570,14,1204576,0,f,"2013-04-06"
31,137023533,88,1197502,0,f,"2013-03-25"
26,137031918,15,1200581,0,f,"2013-04-11"
25,137035380,14,1197502,0,f,"2013-03-27"
25,137036535,14,1197502,1,t,"2013-03-30"
18,137041394,4,1197502,0,f,"2013-04-21"
21,137048429,17,1197502,0,f,"2013-04-02"
25,137057865,14,1204576,3,t,"2013-04-05"
21,137062443,17,1197502,1,t,"2013-03-31"
18,137063140,4,1197502,0,f,"2013-03-30"
25,137066093,14,1197502,0,f,"2013-03-25"
31,137072058,88,1197502,0,f,"2013-04-01"
18,137073830,4,1197502,0,f,"2013-03-31"
24,137082489,20,1197502,1,t,"2013-04-01"
21,137089265,17,1197502,1,t,"2013-04-05"
26,137098538,15,1197502,0,f,"2013-03-30"
19,137106128,3,1200581,0,f,"2013-03-30"
28,137124533,18,1204822,0,f,"2013-04-01"
56,137129436,95,1197502,1,t,"2013-03-25"
24,137129955,20,1197502,0,f,"2013-03-25"
31,137134118,88,1200581,5,t,"2013-03-30"
21,137134165,17,1197502,0,f,"2013-03-29"
26,137137175,15,1197502,0,f,"2013-03-29"
26,137141937,15,1208252,0,f,"2013-04-23"
25,137142165,14,1208251,0,f,"2013-04-29"
26,137142858,15,1197502,1,t,"2013-03-28"
18,137150150,4,1197502,0,f,"2013-03-26"
26,137160406,15,1197502,0,f,"2013-03-29"
28,137165063,18,1197502,0,f,"2013-03-27"
18,137169061,4,1208251,0,f,"2013-04-26"
18,137170125,4,1197502,0,f,"2013-04-16"
26,137171802,15,1197502,0,f,"2013-03-25"
18,137178996,4,1197502,0,f,"2013-03-27"
18,137209362,4,1208251,0,f,"2013-04-28"
21,137212153,17,1197502,0,f,"2013-03-28"
26,137212508,15,1204821,0,f,"2013-04-01"
28,137215999,18,1197502,0,f,"2013-03-25"
18,137218606,4,1197502,0,f,"2013-04-16"
26,137227496,15,1204822,0,f,"2013-04-01"
28,137229427,18,1197502,0,f,"2013-03-25"
19,137246322,3,1208251,1,t,"2013-04-27"
24,137249582,20,1197502,0,f,"2013-03-26"
26,137250114,15,1197502,1,t,"2013-04-17"
26,137254519,15,1197502,0,f,"2013-04-02"
26,137261330,15,1208251,1,t,"2013-04-24"
25,137272718,14,1197502,0,f,"2013-04-16"
28,137275477,18,1197502,0,f,"2013-04-20"
18,137277715,4,1200581,0,f,"2013-03-30"
31,137288809,88,1197502,0,f,"2013-04-07"
56,137293694,95,1197502,0,f,"2013-03-26"
18,137297550,4,1197502,0,f,"2013-04-01"
18,137307654,4,1197502,0,f,"2013-03-25"
26,137312156,15,1197502,1,t,"2013-03-26"
18,137317334,4,1208251,0,f,"2013-04-24"
26,137320850,15,1204576,0,f,"2013-04-06"
18,137329824,4,1208251,0,f,"2013-04-28"
18,137332684,4,1197502,0,f,"2013-04-07"
28,137336971,18,1197502,0,f,"2013-03-29"
28,137338348,18,1197502,0,f,"2013-03-27"
21,137345721,17,1204576,1,t,"2013-04-07"
24,137351470,20,1197502,1,t,"2013-03-26"
26,137355733,15,1204576,0,f,"2013-04-06"
18,137358704,4,1197502,0,f,"2013-04-03"
28,137362611,18,1204576,0,f,"2013-04-04"
25,137368667,14,1197502,1,t,"2013-03-26"
28,137374462,18,1197502,1,t,"2013-03-29"
26,137375076,15,1208252,0,f,"2013-04-24"
18,137392456,4,1208251,0,f,"2013-04-23"
21,137400010,17,1197502,0,f,"2013-03-28"
28,137400075,18,1197502,1,t,"2013-03-27"
26,137409583,15,1197502,0,f,"2013-04-02"
25,137413687,14,1197502,0,f,"2013-03-25"
26,137423861,15,1208251,4,t,"2013-04-24"
28,137428523,18,1204822,0,f,"2013-04-05"
28,137435242,18,1197502,0,f,"2013-03-25"
26,137438801,15,1200581,0,f,"2013-04-05"
24,137441576,20,1208251,0,f,"2013-04-24"
19,137444621,3,1197502,0,f,"2013-04-05"
26,137455186,15,1197502,0,f,"2013-03-29"
18,137460820,4,1197502,0,f,"2013-03-26"
26,137461015,15,1197502,0,f,"2013-03-30"
26,137472184,15,1208251,0,f,"2013-04-24"
26,137479436,15,1208251,3,t,"2013-04-23"
26,137480223,15,1204576,0,f,"2013-04-05"
24,137481584,20,1197502,0,f,"2013-03-25"
25,137484125,14,1197502,0,f,"2013-03-25"
28,137484126,18,1197502,0,f,"2013-04-04"
25,137485152,14,1208251,0,f,"2013-04-25"
18,137487176,4,1200581,0,f,"2013-03-30"
26,137490631,15,1208251,0,f,"2013-04-26"
26,137492474,15,1197502,0,f,"2013-03-30"
21,137496755,17,1197502,0,f,"2013-03-31"
26,137508680,15,1204821,1,t,"2013-04-17"
19,137512285,3,1197502,0,f,"2013-03-25"
28,137516733,18,1200988,0,f,"2013-03-17"
19,137535164,3,1204576,1,t,"2013-04-04"
18,137536477,4,1197502,0,f,"2013-03-28"
18,137547441,4,1197502,0,f,"2013-03-28"
18,137549314,4,1197502,0,f,"2013-03-30"
26,137550938,15,1208251,1,t,"2013-04-23"
56,137558035,95,1200581,4,t,"2013-04-04"
25,137561934,14,1200581,0,f,"2013-03-30"
19,137563160,3,1197502,0,f,"2013-03-25"
31,137566476,88,1208251,0,f,"2013-04-23"
18,137576775,4,1197502,1,t,"2013-03-28"
56,137577937,95,1204822,0,f,"2013-04-01"
31,137579843,88,1208251,0,f,"2013-04-26"
24,137584356,20,1197502,1,t,"2013-03-25"
24,137586450,20,1208252,1,t,"2013-04-24"
26,137592248,15,1197502,0,f,"2013-03-25"
26,137596159,15,1197502,0,f,"2013-03-26"
26,137598385,15,1197502,0,f,"2013-03-28"
21,137599155,17,1197502,0,f,"2013-03-27"
21,137600371,17,1197502,0,f,"2013-04-06"
28,137602295,18,1197502,0,f,"2013-03-30"
25,137607356,14,1208252,0,f,"2013-04-25"
56,137610645,95,1197502,0,f,"2013-04-22"
26,137613915,15,1197502,0,f,"2013-03-30"
21,137613925,17,1197502,0,f,"2013-03-25"
24,137615454,20,1197502,2,t,"2013-04-05"
21,137618014,17,1197502,0,f,"2013-03-29"
28,137620104,18,1197502,2,t,"2013-03-29"
26,137622131,15,1204576,0,f,"2013-04-04"
24,137631235,20,1204821,0,f,"2013-04-15"
56,137639611,95,1204576,0,f,"2013-04-05"
24,137640234,20,1197502,0,f,"2013-04-20"
26,137643058,15,1197502,0,f,"2013-03-29"
18,137643244,4,1197502,1,t,"2013-03-26"
18,137656423,4,1208252,0,f,"2013-04-24"
31,137669457,88,1197502,0,f,"2013-03-29"
25,137671712,14,1197502,0,f,"2013-04-09"
31,137680325,88,1197502,0,f,"2013-03-29"
26,137680802,15,1197502,0,f,"2013-03-25"
28,137681667,18,1204576,0,f,"2013-04-07"
21,137684842,17,1197502,0,f,"2013-04-16"
26,137685284,15,1204822,3,t,"2013-04-01"
56,137690956,95,1204576,0,f,"2013-04-04"
25,137697105,14,1208251,0,f,"2013-04-26"
21,137706237,17,1204576,0,f,"2013-04-06"
56,137710424,95,1197502,0,f,"2013-03-25"
31,137713139,88,1208252,0,f,"2013-04-23"
24,137739528,20,1197502,0,f,"2013-03-25"
19,137740769,3,1197502,0,f,"2013-04-06"
28,137742757,18,1200581,2,t,"2013-03-30"
18,137748920,4,1204576,1,t,"2013-04-04"
19,137752612,3,1197502,2,t,"2013-03-25"
18,137756105,4,1197502,1,t,"2013-03-25"
24,137757040,20,1197502,1,t,"2013-03-25"
26,137757745,15,1197502,1,t,"2013-04-18"
24,137757890,20,1197502,0,f,"2013-04-06"
18,137758909,4,1197502,0,f,"2013-03-28"
26,137764372,15,1197502,0,f,"2013-03-29"
18,137768338,4,1197502,0,f,"2013-03-28"
26,137781095,15,1204576,0,f,"2013-04-04"
19,137781644,3,1208251,0,f,"2013-04-23"
28,137782386,18,1197502,0,f,"2013-03-25"
25,137784830,14,1197502,0,f,"2013-03-27"
26,137786395,15,1200988,0,f,"2013-03-27"
31,137792301,88,1208252,0,f,"2013-04-23"
26,137796628,15,1208251,0,f,"2013-04-26"
26,137798356,15,1204822,0,f,"2013-04-01"
19,137811295,3,1197502,0,f,"2013-03-29"
18,137815161,4,1197502,0,f,"2013-03-27"
26,137820290,15,1204821,0,f,"2013-04-09"
26,137822738,15,1197502,2,t,"2013-04-01"
26,137824329,15,1208251,0,f,"2013-04-24"
26,137829141,15,1208251,0,f,"2013-04-26"
31,137829397,88,1197502,0,f,"2013-03-31"
25,137837234,14,1208251,0,f,"2013-04-23"
28,137838579,18,1197502,0,f,"2013-04-18"
26,137841508,15,1197502,0,f,"2013-03-27"
21,137844869,17,1197502,0,f,"2013-04-18"
21,137847624,17,1197502,0,f,"2013-04-01"
56,137856688,95,1197502,0,f,"2013-04-09"
28,137867202,18,1204821,0,f,"2013-04-02"
26,137874275,15,1197502,0,f,"2013-04-17"
26,137887701,15,1197502,0,f,"2013-04-01"
28,137890144,18,1197502,0,f,"2013-03-27"
21,137892976,17,1208251,0,f,"2013-04-26"
56,137900312,95,1204821,0,f,"2013-04-18"
26,137902740,15,1204576,0,f,"2013-04-04"
56,137906772,95,1197502,1,t,"2013-04-05"
28,137913077,18,1197502,0,f,"2013-03-25"
21,137913434,17,1204576,1,t,"2013-04-05"
26,137914801,15,1204576,3,t,"2013-04-04"
28,137920013,18,1197502,0,f,"2013-04-01"
26,137926838,15,1204821,0,f,"2013-04-28"
18,137954565,4,1197502,2,t,"2013-03-27"
28,137961837,18,1204576,0,f,"2013-04-05"
28,137964923,18,1197502,0,f,"2013-03-25"
26,137968323,15,1204821,0,f,"2013-04-02"
26,137974310,15,1208252,1,t,"2013-04-23"
26,137975155,15,1197502,3,t,"2013-03-26"
26,137981735,15,1197502,0,f,"2013-03-25"
19,137981961,3,1197502,0,f,"2013-04-17"
26,137984772,15,1204576,1,t,"2013-04-06"
28,137986464,18,1204821,0,f,"2013-04-19"
21,137986636,17,1200581,1,t,"2013-03-30"
56,137993087,95,1197502,0,f,"2013-04-02"
21,138002103,17,1204576,0,f,"2013-04-06"
18,138004693,4,1204576,1,t,"2013-04-06"
26,138014490,15,1197502,0,f,"2013-03-26"
31,138018624,88,1197502,0,f,"2013-03-28"
19,138023248,3,1197502,0,f,"2013-03-29"
19,138032614,3,1197502,0,f,"2013-03-27"
56,138037307,95,1197502,0,f,"2013-03-25"
18,138039930,4,1197502,0,f,"2013-03-28"
25,138043551,14,1204576,1,t,"2013-04-04"
18,138044215,4,1197502,0,f,"2013-04-16"
26,138047668,15,1197502,2,t,"2013-03-25"
31,138048704,88,1197502,0,f,"2013-03-27"
56,138051791,95,1197502,0,f,"2013-03-25"
24,138054945,20,1208251,0,f,"2013-04-29"
28,138057863,18,1197502,0,f,"2013-03-28"
28,138065914,18,1197502,0,f,"2013-04-03"
31,138073255,88,1197502,1,t,"2013-03-25"
56,138074386,95,1197502,0,f,"2013-03-25"
28,138076870,18,1204576,0,f,"2013-04-26"
26,138081983,15,1208251,0,f,"2013-04-23"
26,138081995,15,1197502,0,f,"2013-04-19"
26,138084676,15,1197502,0,f,"2013-03-27"
21,138087291,17,1197502,0,f,"2013-03-25"
19,138095079,3,1197502,0,f,"2013-04-03"
21,138101070,17,1197502,0,f,"2013-03-31"
24,138107654,20,1197502,0,f,"2013-03-25"
31,138116370,88,1204576,0,f,"2013-04-04"
18,138118544,4,1197502,1,t,"2013-03-25"
26,138124308,15,1197502,1,t,"2013-03-25"
